file,N,omega,idx,std,w_eff,importance
analysis_CTNN_N12_omega_1.0.json,12,1.0,9,0.27749872040114215,1.6642386589227363,0.46182409829317217
analysis_CTNN_N12_omega_1.0.json,12,1.0,10,0.24374848375028207,0.2886835010905381,0.07036616567454156
analysis_CTNN_N12_omega_1.0.json,12,1.0,11,0.14160881322801258,0.1784587475401227,0.025271331449314285
analysis_CTNN_N20_omega_0.001 (1).json,20,0.001,0,0.6464768375834169,23.984221588402395,15.505243724370297
analysis_CTNN_N20_omega_0.001.json,20,0.001,0,0.6464768375834169,23.984221588402395,15.505243724370297
analysis_CTNN_N20_omega_0.001 (1).json,20,0.001,1,0.6526801496134769,4.46656744330355,2.915239907154046
analysis_CTNN_N20_omega_0.001.json,20,0.001,1,0.6526801496134769,4.46656744330355,2.915239907154046
analysis_CTNN_N20_omega_0.001 (1).json,20,0.001,2,0.4416771314174409,2.341835375252727,1.0343351307935107
analysis_CTNN_N20_omega_0.001.json,20,0.001,2,0.4416771314174409,2.341835375252727,1.0343351307935107
analysis_CTNN_N20_omega_0.001 (1).json,20,0.001,3,0.9605797682436644,10.113922534895066,9.715229364603877
analysis_CTNN_N20_omega_0.001.json,20,0.001,3,0.9605797682436644,10.113922534895066,9.715229364603877
analysis_CTNN_N20_omega_0.001 (1).json,20,0.001,4,0.45378659293654056,10.287751240409927,4.668443584364289
analysis_CTNN_N20_omega_0.001.json,20,0.001,4,0.45378659293654056,10.287751240409927,4.668443584364289
analysis_CTNN_N20_omega_0.001 (1).json,20,0.001,5,0.2132022580898394,55.07377997139122,11.741854251443579
analysis_CTNN_N20_omega_0.001.json,20,0.001,5,0.2132022580898394,55.07377997139122,11.741854251443579
analysis_CTNN_N20_omega_0.001 (1).json,20,0.001,6,0.2593627926701991,19.408681636320875,5.033889871242992
analysis_CTNN_N20_omega_0.001.json,20,0.001,6,0.2593627926701991,19.408681636320875,5.033889871242992
analysis_CTNN_N20_omega_0.001 (1).json,20,0.001,7,0.28073211590698216,5.898244562316368,1.6558266761159257
analysis_CTNN_N20_omega_0.001.json,20,0.001,7,0.28073211590698216,5.898244562316368,1.6558266761159257
analysis_CTNN_N20_omega_0.001 (1).json,20,0.001,8,0.3806646963169151,25.18015648746192,9.585196622512091
analysis_CTNN_N20_omega_0.001.json,20,0.001,8,0.3806646963169151,25.18015648746192,9.585196622512091
analysis_CTNN_N20_omega_0.001 (1).json,20,0.001,9,0.3461989297069175,45.86063315008335,15.876902112240437
analysis_CTNN_N20_omega_0.001.json,20,0.001,9,0.3461989297069175,45.86063315008335,15.876902112240437
analysis_CTNN_N20_omega_0.001 (1).json,20,0.001,10,0.8939855808744115,14.022488360192845,12.535902401991676
analysis_CTNN_N20_omega_0.001.json,20,0.001,10,0.8939855808744115,14.022488360192845,12.535902401991676
analysis_CTNN_N20_omega_0.001 (1).json,20,0.001,11,0.031250014042385435,8.396877291674919,0.2624025332770286
analysis_CTNN_N20_omega_0.001.json,20,0.001,11,0.031250014042385435,8.396877291674919,0.2624025332770286
analysis_CTNN_N20_omega_0.01.json,20,0.01,0,0.5550263649003163,4.299777380627504,2.3864898094502873
analysis_CTNN_N20_omega_0.01.json,20,0.01,1,0.5153643183385065,1.9340905415819196,0.9967612535673188
analysis_CTNN_N20_omega_0.01.json,20,0.01,2,0.36739751686166233,2.1384238100922848,0.7856515978257604
analysis_CTNN_N20_omega_0.01.json,20,0.01,3,0.9570556820541335,1.4476026747768,1.3854363652518984
analysis_CTNN_N20_omega_0.01.json,20,0.01,4,0.3526199488892577,1.9799464259013448,0.6981686075048007
analysis_CTNN_N20_omega_0.01.json,20,0.01,5,0.44791114627227163,7.436764254253695,3.3310096016794275
analysis_CTNN_N20_omega_0.01.json,20,0.01,6,0.2202929179415747,7.3579106691143705,1.6208956112526491
analysis_CTNN_N20_omega_0.01.json,20,0.01,7,0.39155952842984104,16.72186123869246,6.547604101091657
analysis_CTNN_N20_omega_0.01.json,20,0.01,8,0.4076978761404594,11.486000446642496,4.682817987444514
analysis_CTNN_N20_omega_0.01.json,20,0.01,9,0.5584691209800035,8.632979077194824,4.821252236679754
analysis_CTNN_N20_omega_0.01.json,20,0.01,10,0.8793517909111281,4.064724291494802,3.57432258528592
analysis_CTNN_N20_omega_0.01.json,20,0.01,11,0.07436578273183093,6.237839118363662,0.4638817885923479
analysis_CTNN_N20_omega_0.5.json,20,0.5,0,0.3356799177513757,0.44664806655695516,0.14993078624564968
analysis_CTNN_N20_omega_0.5.json,20,0.5,1,0.36969756179025953,0.1653555819021053,0.0611315554576179
analysis_CTNN_N20_omega_0.5.json,20,0.5,2,0.2922271513801106,0.16454963082656418,0.04808586987709568
analysis_CTNN_N20_omega_0.5.json,20,0.5,3,0.3705949102262548,0.24856515939407425,0.09211698293102166
analysis_CTNN_N20_omega_0.5.json,20,0.5,4,0.24609840102243974,0.059968488946064394,0.0147581492413583
analysis_CTNN_N20_omega_0.5.json,20,0.5,5,0.3790215718665821,1.6758403640510044,0.6351796489800768
analysis_CTNN_N20_omega_0.5.json,20,0.5,6,0.2479178398191382,2.8600146396602777,0.709048651315687
analysis_CTNN_N20_omega_0.5.json,20,0.5,7,0.6147929937155501,4.049487184273812,2.4895963490324506
analysis_CTNN_N20_omega_0.5.json,20,0.5,8,0.17120230154204835,1.94662031736311,0.33326587856107703
analysis_CTNN_N20_omega_0.5.json,20,0.5,9,0.696545287177903,2.6715430142970256,1.8608506961016422
analysis_CTNN_N20_omega_0.5.json,20,0.5,10,0.30698425433587867,0.5545550058369234,0.17023965495507679
analysis_CTNN_N20_omega_0.5.json,20,0.5,11,0.1276159502611197,1.2178641303689022,0.1554188882859596
analysis_CTNN_N20_omega_1.0.json,20,1.0,0,0.16703523547680457,0.35920171168050846,0.05999934249422499
analysis_CTNN_N20_omega_1.0.json,20,1.0,1,0.5697306498389072,0.05111053365280371,0.029119237551625193
analysis_CTNN_N20_omega_1.0.json,20,1.0,2,0.28343517823868275,0.2338346101535627,0.06627695440724794
analysis_CTNN_N20_omega_1.0.json,20,1.0,3,0.3502568493860089,0.1775190887752553,0.062177276740296133
analysis_CTNN_N20_omega_1.0.json,20,1.0,4,0.13108383209260874,0.20582406865054484,0.026980207655605593
analysis_CTNN_N20_omega_1.0.json,20,1.0,5,0.34767168037001067,1.4302509707538573,0.4972577583528326
analysis_CTNN_N20_omega_1.0.json,20,1.0,6,0.22202661400473525,2.3721499565733803,0.5266804227694674
analysis_CTNN_N20_omega_1.0.json,20,1.0,7,0.5426508287534643,3.8965734079984817,2.1144787891490866
analysis_CTNN_N20_omega_1.0.json,20,1.0,8,0.16814602527456704,1.7577761999491421,0.29556308134368087
analysis_CTNN_N20_omega_1.0.json,20,1.0,9,0.6546042313078132,2.513792108680185,1.6455389509702392
analysis_CTNN_N20_omega_1.0.json,20,1.0,10,0.2632391783137807,0.7536137864291634,0.19838067390554998
analysis_CTNN_N20_omega_1.0.json,20,1.0,11,0.12740783081975185,0.9400709135459843,0.11977239591163633
